MR_ID	age	sex	handedness
NYU_25083_baseline	17	M	n/a
NYU_25084_baseline	10	M	n/a
NYU_25085_baseline	14	F	n/a
NYU_25086_baseline	13	F	n/a
NYU_25087_baseline	16	M	n/a
NYU_25088_baseline	8	F	n/a
NYU_25089_baseline	32	M	n/a
NYU_25090_baseline	38	F	n/a
NYU_25091_baseline	16	F	n/a
NYU_25092_baseline	11	M	n/a
NYU_25093_baseline	14	M	n/a
NYU_25094_baseline	46	F	n/a
NYU_25095_baseline	20	M	n/a
NYU_25096_baseline	8	F	n/a
NYU_25097_baseline	7	M	n/a
NYU_25098_baseline	7	F	n/a
NYU_25099_baseline	17	F	n/a
NYU_25100_baseline	14	F	n/a
NYU_25101_baseline	45	M	n/a
NYU_25102_baseline	14	F	n/a
NYU_25103_baseline	17	M	n/a
NYU_25104_baseline	15	F	n/a
NYU_25105_baseline	7	F	n/a
NYU_25106_baseline	10	M	n/a
NYU_25107_baseline	14	F	n/a
NYU_25108_baseline	9	F	n/a
NYU_25109_baseline	16	M	n/a
NYU_25110_baseline	16	M	n/a
NYU_25111_baseline	47	F	n/a
NYU_25112_baseline	14	F	n/a
NYU_25113_baseline	16	M	n/a
NYU_25114_baseline	48	M	n/a
NYU_25115_baseline	11	F	n/a
NYU_25116_baseline	12	F	n/a
NYU_25117_baseline	9	M	n/a
NYU_25118_baseline	46	M	n/a
NYU_25119_baseline	14	F	n/a
NYU_25120_baseline	16	M	n/a
NYU_25121_baseline	16	M	n/a
NYU_25122_baseline	11	M	n/a
NYU_25123_baseline	15	F	n/a
NYU_25124_baseline	22	F	n/a
NYU_25125_baseline	47	F	n/a
NYU_25126_baseline	14	F	n/a
NYU_25127_baseline	17	F	n/a
NYU_25128_baseline	22	M	n/a
NYU_25129_baseline	16	M	n/a
NYU_25130_baseline	10	M	n/a
NYU_25131_baseline	14	M	n/a
NYU_25132_baseline	14	F	n/a
NYU_25133_baseline	38	F	n/a
NYU_25134_baseline	53	M	n/a
NYU_25135_baseline	55	M	n/a
NYU_25136_baseline	52	M	n/a
NYU_25137_baseline	33	M	n/a
NYU_25138_baseline	31	M	n/a
NYU_25139_baseline	25	M	n/a
NYU_25140_baseline	22	M	n/a
NYU_25141_baseline	31	M	n/a
NYU_25142_baseline	6	M	n/a
NYU_25143_baseline	40	M	n/a
NYU_25144_baseline	23	M	n/a
NYU_25145_baseline	28	M	n/a
NYU_25146_baseline	14	M	n/a
NYU_25147_baseline	31	M	n/a
NYU_25148_baseline	19	M	n/a
NYU_25149_baseline	45	M	n/a
NYU_25150_baseline	32	M	n/a
NYU_25151_baseline	14	M	n/a
NYU_25152_baseline	9	M	n/a
NYU_25153_baseline	11	M	n/a
NYU_25154_baseline	23	F	n/a
NYU_25155_baseline	30	M	n/a
NYU_25156_baseline	27	M	n/a
NYU_25157_baseline	33	M	n/a
NYU_25158_baseline	22	F	n/a
NYU_25159_baseline	21	F	n/a
NYU_25160_baseline	21	F	n/a
NYU_25161_baseline	26	F	n/a
NYU_25162_baseline	27	F	n/a
NYU_25163_baseline	21	M	n/a
NYU_25164_baseline	20	M	n/a
NYU_25165_baseline	40	M	n/a
NYU_25166_baseline	20	M	n/a
NYU_25167_baseline	23	M	n/a
NYU_25168_baseline	23	M	n/a
NYU_25169_baseline	32	M	n/a
NYU_25170_baseline	41	M	n/a
NYU_25171_baseline	31	M	n/a
NYU_25172_baseline	22	M	n/a
NYU_25173_baseline	19	M	n/a
NYU_25174_baseline	20	M	n/a
NYU_25175_baseline	8	F	n/a
NYU_25176_baseline	8	F	n/a
NYU_25177_baseline	10	M	n/a
NYU_25178_baseline	12	F	n/a
NYU_25179_baseline	8	M	n/a
NYU_25180_baseline	9	M	n/a
NYU_25181_baseline	12	M	n/a
NYU_25182_baseline	9	M	n/a
NYU_25183_baseline	11	M	n/a
NYU_25184_baseline	9	M	n/a
NYU_25185_baseline	9	M	n/a
NYU_25186_baseline	11	M	n/a
NYU_27103_baseline	27	F	R
NYU_27103_retest_1	27	F	R
NYU_27103_retest_2	27	F	R
NYU_27104_baseline	21	F	R
NYU_27104_retest_1	21	F	R
NYU_27104_retest_2	21	F	R
NYU_27105_baseline	26	F	R
NYU_27105_retest_1	26	F	R
NYU_27105_retest_2	26	F	R
NYU_27106_baseline	23	F	R
NYU_27106_retest_1	23	F	R
NYU_27106_retest_2	23	F	R
NYU_27107_baseline	22	F	R
NYU_27107_retest_1	22	F	R
NYU_27107_retest_2	22	F	R
NYU_27108_baseline	28	F	R
NYU_27108_retest_1	28	F	R
NYU_27108_retest_2	28	F	R
NYU_27109_baseline	49	M	R
NYU_27109_retest_1	49	M	R
NYU_27109_retest_2	49	M	R
NYU_27110_baseline	23	F	R
NYU_27110_retest_1	23	F	R
NYU_27110_retest_2	23	F	R
NYU_27111_baseline	31	M	R
NYU_27111_retest_1	31	M	R
NYU_27111_retest_2	31	M	R
NYU_27112_baseline	25	M	R
NYU_27112_retest_1	25	M	R
NYU_27112_retest_2	25	M	R
NYU_27113_baseline	27	F	R
NYU_27113_retest_1	27	F	R
NYU_27113_retest_2	27	F	R
NYU_27114_baseline	35	F	R
NYU_27114_retest_1	35	F	R
NYU_27114_retest_2	35	F	R
NYU_27115_baseline	22	M	R
NYU_27115_retest_1	22	M	R
NYU_27115_retest_2	22	M	R
NYU_27116_baseline	49	F	R
NYU_27116_retest_1	49	F	R
NYU_27116_retest_2	49	F	R
NYU_27117_baseline	24	F	R
NYU_27117_retest_1	24	F	R
NYU_27117_retest_2	24	F	R
NYU_27118_baseline	27	F	R
NYU_27118_retest_1	27	F	R
NYU_27118_retest_2	27	F	R
NYU_27119_baseline	27	M	R
NYU_27119_retest_1	27	M	R
NYU_27119_retest_2	27	M	R
NYU_27120_baseline	22	F	R
NYU_27120_retest_1	22	F	R
NYU_27120_retest_2	22	F	R
NYU_27121_baseline	23	M	R
NYU_27121_retest_1	23	M	R
NYU_27121_retest_2	23	M	R
NYU_27122_baseline	49	M	R
NYU_27122_retest_1	49	M	R
NYU_27122_retest_2	49	M	R
NYU_27123_baseline	32	M	R
NYU_27123_retest_1	32	M	R
NYU_27123_retest_2	32	M	R
NYU_27124_baseline	41	M	R
NYU_27124_retest_1	41	M	R
NYU_27124_retest_2	41	M	R
NYU_27125_baseline	30	F	R
NYU_27125_retest_1	30	F	R
NYU_27125_retest_2	30	F	R
NYU_27126_baseline	25	M	R
NYU_27126_retest_1	25	M	R
NYU_27126_retest_2	25	M	R
NYU_27127_baseline	28	F	R
NYU_27127_retest_1	28	F	R
NYU_27127_retest_2	28	F	R
SWU_25629_baseline	18	F	n/a
SWU_25629_retest_1	n/a	F	n/a
SWU_25630_baseline	22	F	n/a
SWU_25630_retest_1	n/a	F	n/a
SWU_25631_baseline	19	M	n/a
SWU_25631_retest_1	n/a	M	n/a
SWU_25632_baseline	20	M	n/a
SWU_25632_retest_1	n/a	M	n/a
SWU_25633_baseline	18	F	n/a
SWU_25633_retest_1	n/a	F	n/a
SWU_25634_baseline	23	F	n/a
SWU_25634_retest_1	n/a	F	n/a
SWU_25635_baseline	20	M	n/a
SWU_25635_retest_1	n/a	M	n/a
SWU_25636_baseline	24	F	n/a
SWU_25636_retest_1	n/a	F	n/a
SWU_25637_baseline	21	F	n/a
SWU_25637_retest_1	n/a	F	n/a
SWU_25638_baseline	21	F	n/a
SWU_25638_retest_1	n/a	F	n/a
SWU_25639_baseline	20	M	n/a
SWU_25639_retest_1	n/a	M	n/a
SWU_25640_baseline	21	F	n/a
SWU_25640_retest_1	n/a	F	n/a
SWU_25641_baseline	21	F	n/a
SWU_25641_retest_1	n/a	F	n/a
SWU_25642_baseline	22	F	n/a
SWU_25642_retest_1	n/a	F	n/a
SWU_25643_baseline	20	F	n/a
SWU_25643_retest_1	n/a	F	n/a
SWU_25644_baseline	19	F	n/a
SWU_25644_retest_1	n/a	F	n/a
SWU_25645_baseline	20	M	n/a
SWU_25645_retest_1	n/a	M	n/a
SWU_25646_baseline	20	F	n/a
SWU_25646_retest_1	n/a	F	n/a
SWU_25647_baseline	17	F	n/a
SWU_25647_retest_1	n/a	F	n/a
SWU_25648_baseline	20	F	n/a
SWU_25648_retest_1	n/a	F	n/a
SWU_25649_baseline	20	F	n/a
SWU_25649_retest_1	n/a	F	n/a
SWU_25650_baseline	21	M	n/a
SWU_25650_retest_1	n/a	M	n/a
SWU_25651_baseline	21	M	n/a
SWU_25651_retest_1	n/a	M	n/a
SWU_25652_baseline	19	F	n/a
SWU_25652_retest_1	n/a	F	n/a
SWU_25653_baseline	19	M	n/a
SWU_25653_retest_1	n/a	M	n/a
SWU_25654_baseline	20	F	n/a
SWU_25654_retest_1	n/a	F	n/a
SWU_25655_baseline	20	F	n/a
SWU_25655_retest_1	n/a	F	n/a
SWU_25656_baseline	20	F	n/a
SWU_25656_retest_1	n/a	F	n/a
SWU_25657_baseline	22	M	n/a
SWU_25657_retest_1	n/a	M	n/a
SWU_25658_baseline	20	M	n/a
SWU_25658_retest_1	n/a	M	n/a
SWU_25659_baseline	19	F	n/a
SWU_25659_retest_1	n/a	F	n/a
SWU_25660_baseline	19	F	n/a
SWU_25660_retest_1	n/a	F	n/a
SWU_25661_baseline	20	F	n/a
SWU_25661_retest_1	n/a	F	n/a
SWU_25662_baseline	21	F	n/a
SWU_25662_retest_1	n/a	F	n/a
SWU_25663_baseline	19	M	n/a
SWU_25663_retest_1	n/a	M	n/a
SWU_25664_baseline	20	F	n/a
SWU_25664_retest_1	n/a	F	n/a
SWU_25665_baseline	20	F	n/a
SWU_25665_retest_1	n/a	F	n/a
SWU_25666_baseline	21	F	n/a
SWU_25666_retest_1	n/a	F	n/a
SWU_25667_baseline	19	F	n/a
SWU_25667_retest_1	n/a	F	n/a
SWU_25668_baseline	20	F	n/a
SWU_25668_retest_1	n/a	F	n/a
SWU_25669_baseline	19	M	n/a
SWU_25669_retest_1	n/a	M	n/a
SWU_25670_baseline	19	M	n/a
SWU_25670_retest_1	n/a	M	n/a
SWU_25671_baseline	20	M	n/a
SWU_25671_retest_1	n/a	M	n/a
SWU_25672_baseline	21	F	n/a
SWU_25672_retest_1	n/a	F	n/a
SWU_25673_baseline	20	F	n/a
SWU_25673_retest_1	n/a	F	n/a
SWU_25674_baseline	20	F	n/a
SWU_25674_retest_1	n/a	F	n/a
SWU_25675_baseline	19	F	n/a
SWU_25675_retest_1	n/a	F	n/a
SWU_25676_baseline	19	F	n/a
SWU_25676_retest_1	n/a	F	n/a
SWU_25677_baseline	20	F	n/a
SWU_25677_retest_1	n/a	F	n/a
SWU_25678_baseline	20	F	n/a
SWU_25678_retest_1	n/a	F	n/a
SWU_25679_baseline	19	F	n/a
SWU_25679_retest_1	n/a	F	n/a
SWU_25680_baseline	19	M	n/a
SWU_25680_retest_1	n/a	M	n/a
SWU_25681_baseline	20	F	n/a
SWU_25681_retest_1	n/a	F	n/a
SWU_25682_baseline	20	M	n/a
SWU_25682_retest_1	n/a	M	n/a
SWU_25683_baseline	21	M	n/a
SWU_25683_retest_1	n/a	M	n/a
SWU_25684_baseline	20	M	n/a
SWU_25684_retest_1	n/a	M	n/a
SWU_25685_baseline	20	F	n/a
SWU_25685_retest_1	n/a	F	n/a
SWU_25686_baseline	22	M	n/a
SWU_25686_retest_1	n/a	M	n/a
SWU_25687_baseline	19	M	n/a
SWU_25687_retest_1	n/a	M	n/a
SWU_25688_baseline	20	M	n/a
SWU_25688_retest_1	n/a	M	n/a
SWU_25689_baseline	20	F	n/a
SWU_25689_retest_1	n/a	F	n/a
SWU_25690_baseline	21	M	n/a
SWU_25690_retest_1	n/a	M	n/a
SWU_25691_baseline	19	F	n/a
SWU_25691_retest_1	n/a	F	n/a
SWU_25692_baseline	20	M	n/a
SWU_25692_retest_1	n/a	M	n/a
SWU_25693_baseline	21	M	n/a
SWU_25693_retest_1	n/a	M	n/a
SWU_25694_baseline	20	M	n/a
SWU_25694_retest_1	n/a	M	n/a
SWU_25695_baseline	19	M	n/a
SWU_25695_retest_1	n/a	M	n/a
SWU_25696_baseline	19	M	n/a
SWU_25696_retest_1	n/a	M	n/a
SWU_25697_baseline	21	M	n/a
SWU_25697_retest_1	n/a	M	n/a
SWU_25698_baseline	19	M	n/a
SWU_25698_retest_1	n/a	M	n/a
SWU_25699_baseline	21	M	n/a
SWU_25699_retest_1	n/a	M	n/a
SWU_25700_baseline	20	M	n/a
SWU_25700_retest_1	n/a	M	n/a
SWU_25701_baseline	20	M	n/a
SWU_25701_retest_1	n/a	M	n/a
SWU_25702_baseline	20	M	n/a
SWU_25702_retest_1	n/a	M	n/a
SWU_25703_baseline	19	M	n/a
SWU_25703_retest_1	n/a	M	n/a
SWU_25704_baseline	21	M	n/a
SWU_25704_retest_1	n/a	M	n/a
SWU_25705_baseline	20	M	n/a
SWU_25705_retest_1	n/a	M	n/a
SWU_25706_baseline	20	M	n/a
SWU_25706_retest_1	n/a	M	n/a
SWU_25707_baseline	19	M	n/a
SWU_25707_retest_1	n/a	M	n/a
SWU_25708_baseline	25	M	n/a
SWU_25708_retest_1	n/a	M	n/a
SWU_25709_baseline	20	M	n/a
SWU_25709_retest_1	n/a	M	n/a
SWU_25710_baseline	20	M	n/a
SWU_25710_retest_1	n/a	M	n/a
SWU_25711_baseline	19	M	n/a
SWU_25711_retest_1	n/a	M	n/a
SWU_25712_baseline	20	M	n/a
SWU_25712_retest_1	n/a	M	n/a
SWU_25713_baseline	20	M	n/a
SWU_25713_retest_1	n/a	M	n/a
SWU_25714_baseline	20	M	n/a
SWU_25714_retest_1	n/a	M	n/a
SWU_25715_baseline	20	M	n/a
SWU_25715_retest_1	n/a	M	n/a
SWU_25716_baseline	20	M	n/a
SWU_25716_retest_1	n/a	M	n/a
SWU_25717_baseline	24	F	n/a
SWU_25717_retest_1	n/a	F	n/a
SWU_25718_baseline	19	M	n/a
SWU_25718_retest_1	n/a	M	n/a
SWU_25719_baseline	21	M	n/a
SWU_25719_retest_1	n/a	M	n/a
SWU_25720_baseline	20	M	n/a
SWU_25720_retest_1	n/a	M	n/a
SWU_25721_baseline	21	F	n/a
SWU_25721_retest_1	n/a	F	n/a
SWU_25722_baseline	22	F	n/a
SWU_25722_retest_1	n/a	F	n/a
SWU_25723_baseline	21	F	n/a
SWU_25723_retest_1	n/a	F	n/a
SWU_25724_baseline	19	F	n/a
SWU_25724_retest_1	n/a	F	n/a
SWU_25725_baseline	20	M	n/a
SWU_25725_retest_1	n/a	M	n/a
SWU_25726_baseline	21	F	n/a
SWU_25726_retest_1	n/a	F	n/a
SWU_25727_baseline	20	F	n/a
SWU_25727_retest_1	n/a	F	n/a
SWU_25728_baseline	20	M	n/a
SWU_25728_retest_1	n/a	M	n/a
SWU_25729_baseline	21	M	n/a
SWU_25729_retest_1	n/a	M	n/a
SWU_25730_baseline	19	M	n/a
SWU_25730_retest_1	n/a	M	n/a
SWU_25731_baseline	20	M	n/a
SWU_25731_retest_1	n/a	M	n/a
SWU_25732_baseline	22	F	n/a
SWU_25732_retest_1	n/a	F	n/a
SWU_25733_baseline	20	F	n/a
SWU_25733_retest_1	n/a	F	n/a
SWU_25734_baseline	21	F	n/a
SWU_25734_retest_1	n/a	F	n/a
SWU_25735_baseline	20	M	n/a
SWU_25735_retest_1	n/a	M	n/a
SWU_25736_baseline	20	F	n/a
SWU_25736_retest_1	n/a	F	n/a
SWU_25737_baseline	22	M	n/a
SWU_25737_retest_1	n/a	M	n/a
SWU_25738_baseline	21	M	n/a
SWU_25738_retest_1	n/a	M	n/a
SWU_25739_baseline	27	F	n/a
SWU_25739_retest_1	n/a	F	n/a
SWU_25740_baseline	21	F	n/a
SWU_25740_retest_1	n/a	F	n/a
SWU_25741_baseline	20	F	n/a
SWU_25741_retest_1	n/a	F	n/a
SWU_25742_baseline	18	F	n/a
SWU_25742_retest_1	n/a	F	n/a
SWU_25743_baseline	18	F	n/a
SWU_25743_retest_1	n/a	F	n/a
SWU_25744_baseline	18	F	n/a
SWU_25744_retest_1	n/a	F	n/a
SWU_25745_baseline	20	M	n/a
SWU_25745_retest_1	n/a	M	n/a
SWU_25746_baseline	20	F	n/a
SWU_25746_retest_1	n/a	F	n/a
SWU_25747_baseline	17	M	n/a
SWU_25747_retest_1	n/a	M	n/a
SWU_25748_baseline	20	F	n/a
SWU_25748_retest_1	n/a	F	n/a
SWU_25749_baseline	22	M	n/a
SWU_25749_retest_1	n/a	M	n/a
SWU_25750_baseline	19	F	n/a
SWU_25750_retest_1	n/a	F	n/a
SWU_25751_baseline	20	F	n/a
SWU_25751_retest_1	n/a	F	n/a
SWU_25752_baseline	21	M	n/a
SWU_25752_retest_1	n/a	M	n/a
SWU_25753_baseline	21	M	n/a
SWU_25753_retest_1	n/a	M	n/a
SWU_25754_baseline	20	F	n/a
SWU_25754_retest_1	n/a	F	n/a
SWU_25755_baseline	n/a	n/a	n/a
SWU_25755_retest_1	n/a	n/a	n/a
SWU_25756_baseline	19	M	n/a
SWU_25756_retest_1	n/a	M	n/a
SWU_25757_baseline	20	M	n/a
SWU_25757_retest_1	n/a	M	n/a
SWU_25758_baseline	20	F	n/a
SWU_25758_retest_1	n/a	F	n/a
SWU_25759_baseline	21	M	n/a
SWU_25759_retest_1	n/a	M	n/a
SWU_25760_baseline	20	F	n/a
SWU_25760_retest_1	n/a	F	n/a
SWU_25761_baseline	19	M	n/a
SWU_25761_retest_1	n/a	M	n/a
SWU_25762_baseline	20	M	n/a
SWU_25762_retest_1	n/a	M	n/a
SWU_25763_baseline	20	F	n/a
SWU_25763_retest_1	n/a	F	n/a
SWU_25764_baseline	20	M	n/a
SWU_25764_retest_1	n/a	M	n/a
SWU_25765_baseline	19	F	n/a
SWU_25765_retest_1	n/a	F	n/a
SWU_25766_baseline	20	M	n/a
SWU_25766_retest_1	n/a	M	n/a
SWU_25767_baseline	20	M	n/a
SWU_25767_retest_1	n/a	M	n/a
SWU_25768_baseline	20	M	n/a
SWU_25768_retest_1	n/a	M	n/a
SWU_25769_baseline	19	F	n/a
SWU_25769_retest_1	n/a	F	n/a
SWU_25770_baseline	19	M	n/a
SWU_25770_retest_1	n/a	M	n/a
SWU_25771_baseline	21	M	n/a
SWU_25771_retest_1	n/a	M	n/a
SWU_25772_baseline	20	M	n/a
SWU_25772_retest_1	n/a	M	n/a
SWU_25773_baseline	20	M	n/a
SWU_25773_retest_1	n/a	M	n/a
SWU_25774_baseline	21	F	n/a
SWU_25774_retest_1	n/a	F	n/a
SWU_25775_baseline	21	M	n/a
SWU_25775_retest_1	n/a	M	n/a
SWU_25776_baseline	21	M	n/a
SWU_25776_retest_1	n/a	M	n/a
SWU_25777_baseline	22	M	n/a
SWU_25777_retest_1	n/a	M	n/a
SWU_25778_baseline	20	F	n/a
SWU_25778_retest_1	n/a	F	n/a
SWU_25779_baseline	20	F	n/a
SWU_25779_retest_1	n/a	F	n/a
SWU_25780_baseline	20	M	n/a
SWU_25780_retest_1	n/a	M	n/a
SWU_25781_baseline	20	F	n/a
SWU_25781_retest_1	n/a	F	n/a
SWU_25782_baseline	21	M	n/a
SWU_25782_retest_1	n/a	M	n/a
SWU_25783_baseline	19	M	n/a
SWU_25783_retest_1	n/a	M	n/a
SWU_25784_baseline	21	F	n/a
SWU_25784_retest_1	n/a	F	n/a
SWU_25785_baseline	19	F	n/a
SWU_25785_retest_1	n/a	F	n/a
SWU_25786_baseline	20	F	n/a
SWU_25786_retest_1	n/a	F	n/a
SWU_25787_baseline	20	F	n/a
SWU_25787_retest_1	n/a	F	n/a
SWU_25788_baseline	22	F	n/a
SWU_25788_retest_1	n/a	F	n/a
SWU_25789_baseline	24	F	n/a
SWU_25789_retest_1	n/a	F	n/a
SWU_25790_baseline	22	M	n/a
SWU_25790_retest_1	n/a	M	n/a
SWU_25791_baseline	25	M	n/a
SWU_25791_retest_1	n/a	M	n/a
SWU_25792_baseline	23	M	n/a
SWU_25792_retest_1	n/a	M	n/a
SWU_25793_baseline	23	M	n/a
SWU_25793_retest_1	n/a	M	n/a
SWU_25794_baseline	19	F	n/a
SWU_25794_retest_1	n/a	F	n/a
SWU_25795_baseline	19	F	n/a
SWU_25795_retest_1	n/a	F	n/a
SWU_25796_baseline	20	F	n/a
SWU_25796_retest_1	n/a	F	n/a
SWU_25797_baseline	20	F	n/a
SWU_25797_retest_1	n/a	F	n/a
SWU_25798_baseline	19	M	n/a
SWU_25798_retest_1	n/a	M	n/a
SWU_25799_baseline	20	M	n/a
SWU_25799_retest_1	n/a	M	n/a
SWU_25800_baseline	21	M	n/a
SWU_25800_retest_1	n/a	M	n/a
SWU_25801_baseline	20	M	n/a
SWU_25801_retest_1	n/a	M	n/a
SWU_25802_baseline	18	M	n/a
SWU_25802_retest_1	n/a	M	n/a
SWU_25803_baseline	20	F	n/a
SWU_25803_retest_1	n/a	F	n/a
SWU_25804_baseline	18	F	n/a
SWU_25804_retest_1	n/a	F	n/a
SWU_25805_baseline	19	M	n/a
SWU_25805_retest_1	n/a	M	n/a
SWU_25806_baseline	20	M	n/a
SWU_25806_retest_1	n/a	M	n/a
SWU_25807_baseline	19	F	n/a
SWU_25807_retest_1	n/a	F	n/a
SWU_25808_baseline	19	F	n/a
SWU_25808_retest_1	n/a	F	n/a
SWU_25809_baseline	19	M	n/a
SWU_25809_retest_1	n/a	M	n/a
SWU_25810_baseline	20	M	n/a
SWU_25810_retest_1	n/a	M	n/a
SWU_25811_baseline	19	F	n/a
SWU_25811_retest_1	n/a	F	n/a
SWU_25812_baseline	20	F	n/a
SWU_25812_retest_1	n/a	F	n/a
SWU_25813_baseline	18	M	n/a
SWU_25813_retest_1	n/a	M	n/a
SWU_25814_baseline	19	M	n/a
SWU_25814_retest_1	n/a	M	n/a
SWU_25815_baseline	19	M	n/a
SWU_25815_retest_1	n/a	M	n/a
SWU_25816_baseline	19	M	n/a
SWU_25816_retest_1	n/a	M	n/a
SWU_25817_baseline	19	F	n/a
SWU_25817_retest_1	n/a	F	n/a
SWU_25818_baseline	20	M	n/a
SWU_25818_retest_1	n/a	M	n/a
SWU_25819_baseline	19	M	n/a
SWU_25819_retest_1	n/a	M	n/a
SWU_25820_baseline	19	F	n/a
SWU_25820_retest_1	n/a	F	n/a
SWU_25821_baseline	19	F	n/a
SWU_25821_retest_1	n/a	F	n/a
SWU_25822_baseline	19	F	n/a
SWU_25822_retest_1	n/a	F	n/a
SWU_25823_baseline	19	F	n/a
SWU_25823_retest_1	n/a	F	n/a
SWU_25824_baseline	19	M	n/a
SWU_25824_retest_1	n/a	M	n/a
SWU_25825_baseline	18	F	n/a
SWU_25825_retest_1	n/a	F	n/a
SWU_25826_baseline	19	F	n/a
SWU_25826_retest_1	n/a	F	n/a
SWU_25827_baseline	18	F	n/a
SWU_25827_retest_1	n/a	F	n/a
SWU_25828_baseline	19	M	n/a
SWU_25828_retest_1	n/a	M	n/a
SWU_25829_baseline	20	M	n/a
SWU_25829_retest_1	n/a	M	n/a
SWU_25830_baseline	19	M	n/a
SWU_25830_retest_1	n/a	M	n/a
SWU_25831_baseline	21	M	n/a
SWU_25831_retest_1	n/a	M	n/a
SWU_25832_baseline	20	M	n/a
SWU_25832_retest_1	n/a	M	n/a
SWU_25833_baseline	20	M	n/a
SWU_25833_retest_1	n/a	M	n/a
SWU_25834_baseline	20	M	n/a
SWU_25834_retest_1	n/a	M	n/a
SWU_25835_baseline	19	M	n/a
SWU_25835_retest_1	n/a	M	n/a
SWU_25836_baseline	19	F	n/a
SWU_25836_retest_1	n/a	F	n/a
SWU_25837_baseline	19	M	n/a
SWU_25837_retest_1	n/a	M	n/a
SWU_25838_baseline	20	M	n/a
SWU_25838_retest_1	n/a	M	n/a
SWU_25839_baseline	21	F	n/a
SWU_25839_retest_1	n/a	F	n/a
SWU_25840_baseline	19	F	n/a
SWU_25840_retest_1	n/a	F	n/a
SWU_25841_baseline	21	M	n/a
SWU_25841_retest_1	n/a	M	n/a
SWU_25842_baseline	21	F	n/a
SWU_25842_retest_1	n/a	F	n/a
SWU_25843_baseline	21	F	n/a
SWU_25843_retest_1	n/a	F	n/a
SWU_25844_baseline	19	F	n/a
SWU_25844_retest_1	n/a	F	n/a
SWU_25845_baseline	19	F	n/a
SWU_25845_retest_1	n/a	F	n/a
SWU_25846_baseline	20	F	n/a
SWU_25846_retest_1	n/a	F	n/a
SWU_25847_baseline	20	F	n/a
SWU_25847_retest_1	n/a	F	n/a
SWU_25848_baseline	21	M	n/a
SWU_25848_retest_1	n/a	M	n/a
SWU_25849_baseline	20	F	n/a
SWU_25849_retest_1	n/a	F	n/a
SWU_25850_baseline	20	F	n/a
SWU_25850_retest_1	n/a	F	n/a
SWU_25851_baseline	20	F	n/a
SWU_25851_retest_1	n/a	F	n/a
SWU_25852_baseline	21	M	n/a
SWU_25852_retest_1	n/a	M	n/a
SWU_25853_baseline	19	F	n/a
SWU_25853_retest_1	n/a	F	n/a
SWU_25854_baseline	20	F	n/a
SWU_25854_retest_1	n/a	F	n/a
SWU_25855_baseline	19	M	n/a
SWU_25855_retest_1	n/a	M	n/a
SWU_25856_baseline	21	M	n/a
SWU_25856_retest_1	n/a	M	n/a
SWU_25857_baseline	20	F	n/a
SWU_25857_retest_1	n/a	F	n/a
SWU_25858_baseline	19	M	n/a
SWU_25858_retest_1	n/a	M	n/a
SWU_25859_baseline	20	M	n/a
SWU_25859_retest_1	n/a	M	n/a
SWU_25860_baseline	18	F	n/a
SWU_25860_retest_1	n/a	F	n/a
SWU_25861_baseline	19	F	n/a
SWU_25861_retest_1	n/a	F	n/a
SWU_25862_baseline	20	F	n/a
SWU_25862_retest_1	n/a	F	n/a
SWU_25863_baseline	20	F	n/a
SWU_25863_retest_1	n/a	F	n/a
SWU_27152_baseline	21	M	n/a
SWU_27152_retest_1	n/a	M	n/a
SWU_27153_baseline	19	F	n/a
SWU_27153_retest_1	n/a	F	n/a
SWU_27154_baseline	25	F	n/a
SWU_27154_retest_1	n/a	F	n/a
SWU_27155_baseline	19	F	n/a
SWU_27155_retest_1	n/a	F	n/a
SWU_27156_baseline	20	M	n/a
SWU_27156_retest_1	n/a	M	n/a
SWU_27157_baseline	20	M	n/a
SWU_27157_retest_1	n/a	M	n/a
SWU_27158_baseline	20	F	n/a
SWU_27158_retest_1	n/a	F	n/a
SWU_27159_baseline	18	F	n/a
SWU_27159_retest_1	n/a	F	n/a
SWU_27160_baseline	20	F	n/a
SWU_27160_retest_1	n/a	F	n/a
SWU_27161_baseline	21	M	n/a
SWU_27161_retest_1	n/a	M	n/a
SWU_27162_baseline	21	M	n/a
SWU_27162_retest_1	n/a	M	n/a
SWU_27163_baseline	18	F	n/a
SWU_27163_retest_1	n/a	F	n/a
SWU_27164_baseline	20	F	n/a
SWU_27164_retest_1	n/a	F	n/a
SWU_27165_baseline	20	F	n/a
SWU_27165_retest_1	n/a	F	n/a
SWU_27166_baseline	21	F	n/a
SWU_27166_retest_1	n/a	F	n/a
SWU_27167_baseline	19	F	n/a
SWU_27167_retest_1	n/a	F	n/a
SWU_27168_baseline	19	M	n/a
SWU_27168_retest_1	n/a	M	n/a
SWU_27169_baseline	22	M	n/a
SWU_27169_retest_1	n/a	M	n/a
SWU_27170_baseline	23	F	n/a
SWU_27170_retest_1	n/a	F	n/a
SWU_27171_baseline	23	F	n/a
SWU_27171_retest_1	n/a	F	n/a
SWU_27172_baseline	20	F	n/a
SWU_27172_retest_1	n/a	F	n/a
SWU_27173_baseline	21	F	n/a
SWU_27173_retest_1	n/a	F	n/a
SWU_27174_baseline	20	M	n/a
SWU_27174_retest_1	n/a	M	n/a
SWU_27175_baseline	n/a	n/a	n/a
SWU_27175_retest_1	n/a	n/a	n/a
SWU_27176_baseline	21	F	n/a
SWU_27176_retest_1	n/a	F	n/a
